seed;iter;clf__n_estimators;clf__max_depth;clf__min_samples_split;clf__min_samples_leaf;mean_accuracy;std_accuracy
5000;1;190;48;14;15;0.953941018766756;0.0012957690052112054
5000;2;120;66;14;2;0.9488471849865953;0.0021474514095979344
5000;3;370;44;14;17;0.9526541554959784;0.0020669528436886107
5000;4;210;76;4;3;0.9485790884718499;0.0024063062383181525
5000;5;360;98;14;19;0.9541554959785523;0.0017208371620248148
5000;6;60;80;8;10;0.9498659517426272;0.001590605573639808
5000;7;270;98;15;7;0.9511528150134048;0.0014427478870856375
5000;8;370;98;4;2;0.9491689008042895;0.0014347547624943455
5000;9;200;34;8;8;0.9505630026809652;0.0030074645924675937
5000;10;140;4;15;1;0.939034852546917;0.0013733242332295674
6000;1;160;36;7;6;0.949544235924933;0.0031329460928668034
6000;2;250;96;6;2;0.9501876675603217;0.002757096006902391
6000;3;290;48;19;9;0.9510455764075066;0.0022404914118794826
6000;4;310;56;14;11;0.9531903485254691;0.0030642856969929208
6000;5;280;4;18;11;0.9516890080428955;0.0022456184012195207
6000;6;70;36;16;19;0.9537801608579087;0.0029930907746815545
6000;7;380;78;15;9;0.9537265415549598;0.0032287547919194804
6000;8;430;14;12;8;0.9506702412868633;0.0034458485818894746
6000;9;450;12;8;19;0.955603217158177;0.002875514783440621
6000;10;380;36;2;11;0.9501876675603217;0.0028594727347932224
7000;1;250;6;12;19;0.9544772117962467;0.003354529183832049
7000;2;190;54;18;2;0.9496514745308311;0.0016386816932907422
7000;3;400;18;20;9;0.9493297587131367;0.00277061891319331
7000;4;340;6;4;3;0.9569436997319034;0.002383497133607798
7000;5;180;50;5;8;0.953083109919571;0.003158536509388363
7000;6;340;74;4;10;0.9522252010723861;0.0036775181124895037
7000;7;470;26;17;17;0.9509383378016085;0.0032037253075151997
7000;8;70;28;2;6;0.9482573726541554;0.0024862247977200293
7000;9;130;2;6;4;0.9143163538873995;0.00218856103291781
7000;10;420;98;19;8;0.9532439678284182;0.0034939055351517474
8000;1;410;46;3;20;0.9534048257372655;0.002459484169690031
8000;2;250;10;13;18;0.9553887399463807;0.0021487898026288747
8000;3;320;16;9;6;0.9489544235924934;0.0033596676027497136
8000;4;80;14;4;7;0.9514745308310992;0.0036993433374070406
8000;5;380;98;12;15;0.9531903485254691;0.0017341513811041471
8000;6;450;76;3;1;0.931367292225201;0.005574860581477789
8000;7;200;44;13;18;0.9551206434316354;0.0020247943794637086
8000;8;360;66;6;16;0.9532975871313673;0.0020304660835133055
8000;9;50;30;15;18;0.9513672922252011;0.0029348916211053943
8000;10;50;84;17;1;0.9394101876675605;0.002355590631258865
9000;1;270;44;3;18;0.9538337801608578;0.0016989790367565526
9000;2;140;56;16;6;0.9512600536193029;0.0032323146108528865
9000;3;340;48;17;14;0.9518498659517427;0.0035671951481994137
9000;4;90;10;7;18;0.9507774798927613;0.002266010360226822
9000;5;90;28;8;11;0.9522788203753351;0.0013458338228430151
9000;6;400;54;16;12;0.9523860589812333;0.002973817613696945
9000;7;500;48;3;11;0.951313672922252;0.0024839109537588004
9000;8;280;18;16;19;0.9533512064343164;0.001834062346003972
9000;9;400;90;7;18;0.9532975871313673;0.0033801431662143617
9000;10;390;8;4;15;0.9555495978552278;0.0008875573918094839
10000;1;410;98;11;2;0.9536193029490615;0.001072386058981234
10000;2;490;16;2;1;0.9472922252010724;0.0034732728666384263
10000;3;210;66;12;6;0.9505630026809652;0.0018151539817491396
10000;4;110;88;20;13;0.9557640750670242;0.0014084638645108583
10000;5;50;40;2;19;0.9506166219839143;0.0023211646994008932
10000;6;190;4;12;19;0.9446648793565682;0.001775114783618965
10000;7;420;36;18;17;0.9514209115281501;0.0015760791910669324
10000;8;150;92;5;3;0.9481501340482573;0.002845361750438954
10000;9;250;4;15;5;0.9483646112600537;0.001862064917338896
