mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__learning_rate,param_clf__max_depth,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__n_estimators,param_clf__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
16.2795241355896,5.776357153420492,0.06180567741394043,0.031799978565916806,0.0285313843323958,3,3,10,139,0.6552526749905278,"{'clf__learning_rate': 0.0285313843323958, 'clf__max_depth': 3, 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 10, 'clf__n_estimators': 139, 'clf__subsample': 0.6552526749905278}",0.9835960630551333,0.9839161398735696,0.9835960630551333,0.9831159478274786,0.9843162358966152,0.983708089941586,0.00039720488584431756,20
19.230836057662962,6.105814372937512,0.04957103729248047,0.027693402917326363,0.07297484702147697,2,7,4,217,0.603259304114407,"{'clf__learning_rate': 0.07297484702147697, 'clf__max_depth': 2, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 4, 'clf__n_estimators': 217, 'clf__subsample': 0.603259304114407}",0.9891974073777706,0.9891974073777706,0.9892774265823798,0.9883972153316796,0.9900776186284709,0.9892294150596144,0.0005322329886634152,16
77.87052931785584,24.4405702779823,0.18388333320617675,0.07693215033865462,0.19629396848958386,5,1,9,447,0.620709491473663,"{'clf__learning_rate': 0.19629396848958386, 'clf__max_depth': 5, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 9, 'clf__n_estimators': 447, 'clf__subsample': 0.620709491473663}",0.9903176762422982,0.9742338161158678,0.9961590781787629,0.9887172921501161,0.9895174841962071,0.9877890693766505,0.007266977450055054,19
47.79036021232605,12.894536250419984,0.06375079154968262,0.009469934390130273,0.14622095019823247,3,6,9,457,0.8130744322229079,"{'clf__learning_rate': 0.14622095019823247, 'clf__max_depth': 3, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 9, 'clf__n_estimators': 457, 'clf__subsample': 0.8130744322229079}",0.9959190205649355,0.9952788669280628,0.9951188285188445,0.9952788669280628,0.9957589821557173,0.9954709130191246,0.0003103259891120106,3
68.76799006462097,21.233153315814473,0.12304220199584961,0.0585569089456169,0.08353128600484432,3,1,7,445,0.9109431672426828,"{'clf__learning_rate': 0.08353128600484432, 'clf__max_depth': 3, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 7, 'clf__n_estimators': 445, 'clf__subsample': 0.9109431672426828}",0.9953588861326719,0.9948787709050172,0.9945586940865808,0.9949587901096263,0.9945586940865808,0.9948627670640955,0.00029682703034313745,8
19.137875413894655,3.8898412162423806,0.0508570671081543,0.022954943313309262,0.12552651758281635,2,7,3,388,0.7073934028521338,"{'clf__learning_rate': 0.12552651758281635, 'clf__max_depth': 2, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 3, 'clf__n_estimators': 388, 'clf__subsample': 0.7073934028521338}",0.9941585980635352,0.9923981755621349,0.9923181563575258,0.9923181563575258,0.9934384252220533,0.992926302312555,0.0007482544436303488,14
32.484853458404544,15.019205845023974,0.0703214168548584,0.04147097385540808,0.15252966823461306,3,4,7,303,0.8900101558928724,"{'clf__learning_rate': 0.15252966823461306, 'clf__max_depth': 3, 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 7, 'clf__n_estimators': 303, 'clf__subsample': 0.8900101558928724}",0.9957589821557173,0.9950388093142354,0.9945586940865808,0.9951188285188445,0.9949587901096263,0.995086820837001,0.00038741196885363176,6
41.88133344650269,10.846609768424376,0.12865791320800782,0.05436276728490756,0.025766669252716215,5,7,8,353,0.7371112616412909,"{'clf__learning_rate': 0.025766669252716215, 'clf__max_depth': 5, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 8, 'clf__n_estimators': 353, 'clf__subsample': 0.7371112616412909}",0.9955989437464992,0.9944786748819717,0.9940785788589261,0.9957589821557173,0.9947987517004081,0.9949427862687046,0.0006449369186079659,7
29.18631148338318,14.541395029643288,0.07636580467224122,0.030116887214759316,0.07351919045191961,5,1,9,226,0.7592977077077148,"{'clf__learning_rate': 0.07351919045191961, 'clf__max_depth': 5, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 9, 'clf__n_estimators': 226, 'clf__subsample': 0.7592977077077148}",0.9958390013603264,0.9956789629511082,0.9952788669280628,0.996239097383372,0.9957589821557173,0.9957589821557175,0.0003078400265931123,1
13.619516229629516,2.722663246357298,0.04508657455444336,0.022771563107878562,0.029069823838158815,3,3,11,208,0.7457513607864332,"{'clf__learning_rate': 0.029069823838158815, 'clf__max_depth': 3, 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 11, 'clf__n_estimators': 208, 'clf__subsample': 0.7457513607864332}",0.9889573497639433,0.9887172921501161,0.9882371769224614,0.9875170040809794,0.9887973113547252,0.988445226854445,0.0005225198917280883,18
